id_establecimiento,codigo_localidad,demanda_total,M_t,s_j,delta_j
211102000243,07,4533.0,115661.05263157895,0.03919210396985748,-0.24354770826171412
211102000995,07,1421.0,115661.05263157895,0.012285898906059448,-1.4035708311054624
211850000051,05,1715.0,67218.94736842105,0.025513639637946693,-0.6728098085026186
211850000787,05,1192.0,67218.94736842105,0.017733095305208432,-1.0365903204773637
211850000876,05,520.0,67218.94736842105,0.007735914059319114,-1.866149356527186
211850000981,05,757.0,67218.94736842105,0.011261705659431864,-1.4906149146652106
211850001121,19,1042.0,100641.05263157895,0.01035362779654635,-1.57468603538805
211850001171,19,1460.0,100641.05263157895,0.014507002478846134,-1.2373915429989801
211850001317,19,1711.0,100641.05263157895,0.017001014548839545,-1.078749983809169
211850001481,05,3043.0,67218.94736842105,0.0452699740048232,-0.09937901820568795
311001026441,03,791.0,10369.473684210527,0.07628159577707846,0.42240869507841516
311001087547,12,1465.142857142857,13104.36090225564,0.1118057468098779,0.8047399565646103
311001105944,15,1881.8695652173913,12265.12585812357,0.15343255234278505,1.1212380666169945
