directorio_hog,N_pobre_monetario,N_pobre_extremo,N_pobre_ipm,N_ingpc,N_sin_cp,N_nper,N_gm_educ_hog,N_deficit_cuantitativo,N_deficit_cualitativo,N_deficit_habitacional
3233571,0,0,0,641347.333333333,0,3,0,0,0,0
3233571,0,0,0,641347.333333333,0,3,0,0,0,0
3233581,0,0,0,1158333.33333333,0,1,16666.666,0,0,0
3233591,0,0,0,231250,1,4,,0,0,0
3233591,0,0,0,231250,1,4,,0,0,0
3233591,0,0,0,231250,1,4,,0,0,0
3233591,0,0,0,231250,1,4,,0,0,0
3233601,0,0,0,841666.666666667,0,1,,0,1,1
3233611,0,0,0,227000,1,4,155833.34,0,0,0
3233611,0,0,0,227000,1,4,155833.34,0,0,0
3233611,0,0,0,227000,1,4,155833.34,0,0,0
3233611,0,0,0,227000,1,4,155833.34,0,0,0
3233621,0,0,0,240000,1,5,39166.664,0,1,1
3233621,0,0,0,240000,1,5,39166.664,0,1,1
3233621,0,0,0,240000,1,5,39166.664,0,1,1
3233621,0,0,0,240000,1,5,39166.664,0,1,1
3233621,0,0,0,240000,1,5,39166.664,0,1,1
3233631,1,1,1,0,1,4,,0,0,0
3233631,1,1,1,0,1,4,,0,0,0
3233631,1,1,1,0,1,4,,0,0,0
3233631,1,1,1,0,1,4,,0,0,0
3233641,1,0,0,205000,1,4,0,0,0,0
3233641,1,0,0,205000,1,4,0,0,0,0
3233641,1,0,0,205000,1,4,0,0,0,0
3233641,1,0,0,205000,1,4,0,0,0,0
3233651,0,0,0,329166.666666667,1,2,83.333336,0,0,0
3233651,0,0,0,329166.666666667,1,2,83.333336,0,0,0
3233681,0,0,0,572083.333333333,0,2,,0,0,0
3233681,0,0,0,572083.333333333,0,2,,0,0,0
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233691,0,0,0,322870.37037037,1,9,10000,0,1,1
3233692,0,0,0,1025833.33333333,0,1,,0,0,0
3233701,0,0,0,477083.333333333,0,4,175000,0,0,0
3233701,0,0,0,477083.333333333,0,4,175000,0,0,0
3233701,0,0,0,477083.333333333,0,4,175000,0,0,0
3233701,0,0,0,477083.333333333,0,4,175000,0,0,0
3233721,0,0,0,1182555.55555556,0,3,442083.31,0,0,0
3233721,0,0,0,1182555.55555556,0,3,442083.31,0,0,0
3233721,0,0,0,1182555.55555556,0,3,442083.31,0,0,0
3233761,0,0,0,576000,0,4,379166.66,0,0,0
3233761,0,0,0,576000,0,4,379166.66,0,0,0
3233761,0,0,0,576000,0,4,379166.66,0,0,0
3233761,0,0,0,576000,0,4,379166.66,0,0,0
3233771,0,0,0,960000,0,1,125000,0,0,0
3233791,0,0,0,393333.333333333,1,3,20000,0,1,1
3233791,0,0,0,393333.333333333,1,3,20000,0,1,1
3233791,0,0,0,393333.333333333,1,3,20000,0,1,1
3233801,0,0,0,678000,0,3,56666.668,0,0,0
3233801,0,0,0,678000,0,3,56666.668,0,0,0
3233801,0,0,0,678000,0,3,56666.668,0,0,0
3233811,0,0,0,623333.333333333,1,3,,0,0,0
3233811,0,0,0,623333.333333333,1,3,,0,0,0
3233811,0,0,0,623333.333333333,1,3,,0,0,0
3233821,0,0,0,350000,1,3,30000,0,1,1
3233821,0,0,0,350000,1,3,30000,0,1,1
3233821,0,0,0,350000,1,3,30000,0,1,1
3233831,0,0,0,530000,0,5,326666.66,0,0,0
3233831,0,0,0,530000,0,5,326666.66,0,0,0
3233831,0,0,0,530000,0,5,326666.66,0,0,0
3233831,0,0,0,530000,0,5,326666.66,0,0,0
3233831,0,0,0,530000,0,5,326666.66,0,0,0
3233832,1,0,0,257122.083333333,0,4,12500,1,0,1
3233832,1,0,0,257122.083333333,0,4,12500,1,0,1
3233832,1,0,0,257122.083333333,0,4,12500,1,0,1
3233832,1,0,0,257122.083333333,0,4,12500,1,0,1
3233833,0,0,0,906526,0,1,,0,0,0
3233841,0,0,0,1186569,0,3,0,0,0,0
3233841,0,0,0,1186569,0,3,0,0,0,0
3233841,0,0,0,1186569,0,3,0,0,0,0
3233851,0,0,0,1435000,0,1,,0,0,0
3233861,0,0,0,150000,0,2,,0,0,0
3233861,0,0,0,150000,0,2,,0,0,0
3233871,0,0,0,1155000,0,1,,0,0,0
3233881,0,0,0,494750,1,4,,0,0,0
3233881,0,0,0,494750,1,4,,0,0,0
3233881,0,0,0,494750,1,4,,0,0,0
3233881,0,0,0,494750,1,4,,0,0,0
3233891,1,0,1,200000,1,4,25000,0,0,0
3233891,1,0,1,200000,1,4,25000,0,0,0
3233891,1,0,1,200000,1,4,25000,0,0,0
3233891,1,0,1,200000,1,4,25000,0,0,0
3233931,0,0,0,782583.333333333,1,4,37500,0,0,0
3233931,0,0,0,782583.333333333,1,4,37500,0,0,0
3233931,0,0,0,782583.333333333,1,4,37500,0,0,0
3233931,0,0,0,782583.333333333,1,4,37500,0,0,0
3233941,0,0,0,454000,0,2,,0,0,0
3233941,0,0,0,454000,0,2,,0,0,0
3233951,0,0,0,1730666.66666667,0,1,,0,0,0
3233961,0,0,0,2600000,0,1,,0,0,0
3233971,0,0,0,2100000,0,1,,0,0,0
3233981,0,0,0,485581.916666667,1,3,54000,0,1,1
3233981,0,0,0,485581.916666667,1,3,54000,0,1,1
3233981,0,0,0,485581.916666667,1,3,54000,0,1,1
3233991,0,0,0,1365000,0,1,,0,0,0
3234001,0,0,0,674166.666666667,0,2,,0,0,0
3234001,0,0,0,674166.666666667,0,2,,0,0,0
3234011,0,0,0,836477.5,0,3,186666.66,0,0,0
3234011,0,0,0,836477.5,0,3,186666.66,0,0,0
3234011,0,0,0,836477.5,0,3,186666.66,0,0,0
3234021,0,0,0,760000,0,2,,0,0,0
3234021,0,0,0,760000,0,2,,0,0,0
3234031,0,0,0,753227,0,2,,0,0,0
3234031,0,0,0,753227,0,2,,0,0,0
3234041,0,0,0,338326.666666667,0,3,,1,0,1
3234041,0,0,0,338326.666666667,0,3,,1,0,1
3234041,0,0,0,338326.666666667,0,3,,1,0,1
3234051,1,1,0,,0,1,,0,0,0
3234061,0,0,0,1100000,0,4,466666.66,0,0,0
3234061,0,0,0,1100000,0,4,466666.66,0,0,0
3234061,0,0,0,1100000,0,4,466666.66,0,0,0
3234061,0,0,0,1100000,0,4,466666.66,0,0,0
3234071,0,0,0,579166.666666667,0,2,,0,0,0
3234071,0,0,0,579166.666666667,0,2,,0,0,0
3234072,0,0,0,760037.777777778,0,3,45000,0,0,0
3234072,0,0,0,760037.777777778,0,3,45000,0,0,0
3234072,0,0,0,760037.777777778,0,3,45000,0,0,0
3234111,0,0,0,740191.625,0,4,50000,0,0,0
3234111,0,0,0,740191.625,0,4,50000,0,0,0
3234111,0,0,0,740191.625,0,4,50000,0,0,0
3234111,0,0,0,740191.625,0,4,50000,0,0,0
3234121,0,0,0,931528,0,2,,1,0,1
3234121,0,0,0,931528,0,2,,1,0,1
3234131,0,0,0,473263,0,4,104166.66,1,0,1
3234131,0,0,0,473263,0,4,104166.66,1,0,1
3234131,0,0,0,473263,0,4,104166.66,1,0,1
3234131,0,0,0,473263,0,4,104166.66,1,0,1
3234141,0,0,0,477638,0,4,0,0,0,0
3234141,0,0,0,477638,0,4,0,0,0,0
3234141,0,0,0,477638,0,4,0,0,0,0
3234141,0,0,0,477638,0,4,0,0,0,0
3234151,0,0,0,863333.333333333,0,3,0,0,0,0
3234151,0,0,0,863333.333333333,0,3,0,0,0,0
3234151,0,0,0,863333.333333333,0,3,0,0,0,0
3234181,0,0,0,649000,0,4,32500,0,0,0
3234181,0,0,0,649000,0,4,32500,0,0,0
3234181,0,0,0,649000,0,4,32500,0,0,0
3234181,0,0,0,649000,0,4,32500,0,0,0
3234191,1,0,0,300000,1,2,,0,0,0
3234191,1,0,0,300000,1,2,,0,0,0
3234201,0,0,0,327666.666666667,0,3,70833.336,0,0,0
3234201,0,0,0,327666.666666667,0,3,70833.336,0,0,0
3234201,0,0,0,327666.666666667,0,3,70833.336,0,0,0
3234211,0,0,0,2997750,0,2,,0,0,0
3234211,0,0,0,2997750,0,2,,0,0,0
3234221,0,0,0,41666.6666666667,0,2,,0,0,0
3234221,0,0,0,41666.6666666667,0,2,,0,0,0
3234231,0,0,0,714264.444444444,0,3,25000,0,0,0
3234231,0,0,0,714264.444444444,0,3,25000,0,0,0
3234231,0,0,0,714264.444444444,0,3,25000,0,0,0
3234241,0,0,0,448777.777777778,0,3,,0,1,1
3234241,0,0,0,448777.777777778,0,3,,0,1,1
3234241,0,0,0,448777.777777778,0,3,,0,1,1
3234242,1,1,1,86250,0,4,,1,0,1
3234242,1,1,1,86250,0,4,,1,0,1
3234242,1,1,1,86250,0,4,,1,0,1
3234242,1,1,1,86250,0,4,,1,0,1
3234251,0,0,0,908000,0,1,,0,0,0
3234261,0,0,0,549194.444444444,1,6,,0,0,0
3234261,0,0,0,549194.444444444,1,6,,0,0,0
3234261,0,0,0,549194.444444444,1,6,,0,0,0
3234261,0,0,0,549194.444444444,1,6,,0,0,0
3234261,0,0,0,549194.444444444,1,6,,0,0,0
3234261,0,0,0,549194.444444444,1,6,,0,0,0
3234271,0,0,0,482333.333333333,1,2,,0,0,0
3234271,0,0,0,482333.333333333,1,2,,0,0,0
3234281,1,0,0,180000,1,4,4166.6665,0,0,0
3234281,1,0,0,180000,1,4,4166.6665,0,0,0
3234281,1,0,0,180000,1,4,4166.6665,0,0,0
3234281,1,0,0,180000,1,4,4166.6665,0,0,0
3234291,0,0,0,507000,0,2,,0,0,0
3234291,0,0,0,507000,0,2,,0,0,0
3234301,0,0,0,500000,0,2,,0,0,0
3234301,0,0,0,500000,0,2,,0,0,0
3234321,0,0,0,465000,1,2,,0,0,0
3234321,0,0,0,465000,1,2,,0,0,0
3234331,0,0,0,233333.333333333,1,3,150000,0,1,1
3234331,0,0,0,233333.333333333,1,3,150000,0,1,1
3234331,0,0,0,233333.333333333,1,3,150000,0,1,1
3234341,0,0,0,1190416.66666667,0,2,,1,0,1
3234341,0,0,0,1190416.66666667,0,2,,1,0,1
3234351,0,0,0,475000,0,2,12500,0,0,0
3234351,0,0,0,475000,0,2,12500,0,0,0
3234361,0,0,0,667666.666666667,0,3,38333.332,0,0,0
3234361,0,0,0,667666.666666667,0,3,38333.332,0,0,0
3234361,0,0,0,667666.666666667,0,3,38333.332,0,0,0
3234371,0,0,0,500000,0,3,50000,0,0,0
3234371,0,0,0,500000,0,3,50000,0,0,0
3234371,0,0,0,500000,0,3,50000,0,0,0
3234381,0,0,0,500000,0,3,57500,0,0,0
3234381,0,0,0,500000,0,3,57500,0,0,0
3234381,0,0,0,500000,0,3,57500,0,0,0
3234391,0,0,0,587500,0,3,,0,1,1
3234391,0,0,0,587500,0,3,,0,1,1
3234391,0,0,0,587500,0,3,,0,1,1
3234401,0,0,0,2640000,0,1,,0,0,0
3234411,0,0,0,400000,1,3,,0,1,1
3234411,0,0,0,400000,1,3,,0,1,1
3234411,0,0,0,400000,1,3,,0,1,1
3234421,1,0,0,250000,1,2,,0,0,0
3234421,1,0,0,250000,1,2,,0,0,0
3234431,0,0,0,770444.444444444,1,3,20000,0,0,0
3234431,0,0,0,770444.444444444,1,3,20000,0,0,0
3234431,0,0,0,770444.444444444,1,3,20000,0,0,0
3234441,1,0,1,208000,1,5,,0,1,1
3234441,1,0,1,208000,1,5,,0,1,1
3234441,1,0,1,208000,1,5,,0,1,1
3234441,1,0,1,208000,1,5,,0,1,1
3234441,1,0,1,208000,1,5,,0,1,1
3234451,0,0,1,442000,1,5,,0,0,0
3234451,0,0,1,442000,1,5,,0,0,0
3234451,0,0,1,442000,1,5,,0,0,0
3234451,0,0,1,442000,1,5,,0,0,0
3234451,0,0,1,442000,1,5,,0,0,0
3234471,0,0,0,957500,0,4,291666.66,0,0,0
3234471,0,0,0,957500,0,4,291666.66,0,0,0
3234471,0,0,0,957500,0,4,291666.66,0,0,0
3234471,0,0,0,957500,0,4,291666.66,0,0,0
3234481,0,0,1,1830000,0,1,,0,0,0
3234491,1,0,0,250000,0,2,,0,0,0
3234491,1,0,0,250000,0,2,,0,0,0
3234511,0,0,0,1100000,0,3,,0,0,0
3234511,0,0,0,1100000,0,3,,0,0,0
3234511,0,0,0,1100000,0,3,,0,0,0
3234531,0,0,0,521250,1,4,,0,0,0
3234531,0,0,0,521250,1,4,,0,0,0
3234531,0,0,0,521250,1,4,,0,0,0
3234531,0,0,0,521250,1,4,,0,0,0
3234541,0,0,0,1000000,0,1,,0,0,0
3234551,0,0,0,454000,0,2,,0,0,0
3234551,0,0,0,454000,0,2,,0,0,0
3234611,0,0,0,2866666.66666667,0,3,0,0,0,0
3234611,0,0,0,2866666.66666667,0,3,0,0,0,0
3234611,0,0,0,2866666.66666667,0,3,0,0,0,0
3234631,0,0,0,4688500,0,2,,0,0,0
3234631,0,0,0,4688500,0,2,,0,0,0
3234651,1,1,0,,0,2,1770000,0,0,0
3234651,1,1,0,,0,2,1770000,0,0,0
3234661,0,0,0,630990,0,2,,0,0,0
3234661,0,0,0,630990,0,2,,0,0,0
3234671,0,0,0,1204000,0,2,,0,0,0
3234671,0,0,0,1204000,0,2,,0,0,0
3234691,0,0,0,2100000,0,1,,0,0,0
3234701,0,0,0,1315411.11111111,0,3,645499.94,0,0,0
3234701,0,0,0,1315411.11111111,0,3,645499.94,0,0,0
3234701,0,0,0,1315411.11111111,0,3,645499.94,0,0,0
3234721,0,0,0,776666.666666667,0,3,20000,0,0,0
3234721,0,0,0,776666.666666667,0,3,20000,0,0,0
3234721,0,0,0,776666.666666667,0,3,20000,0,0,0
3234741,0,0,0,271666.666666667,0,4,221000,0,0,0
3234741,0,0,0,271666.666666667,0,4,221000,0,0,0
3234741,0,0,0,271666.666666667,0,4,221000,0,0,0
3234741,0,0,0,271666.666666667,0,4,221000,0,0,0
3234751,0,0,0,1200000,0,2,,0,0,0
3234751,0,0,0,1200000,0,2,,0,0,0
3234761,0,0,0,670833.333333333,0,2,,0,0,0
3234761,0,0,0,670833.333333333,0,2,,0,0,0
3234811,1,0,0,180000,0,4,,0,0,0
3234811,1,0,0,180000,0,4,,0,0,0
3234811,1,0,0,180000,0,4,,0,0,0
3234811,1,0,0,180000,0,4,,0,0,0
3234821,0,0,0,691000,0,3,110833.34,0,0,0
3234821,0,0,0,691000,0,3,110833.34,0,0,0
3234821,0,0,0,691000,0,3,110833.34,0,0,0
3234831,1,0,0,150000,1,6,16250.666,0,0,0
3234831,1,0,0,150000,1,6,16250.666,0,0,0
3234831,1,0,0,150000,1,6,16250.666,0,0,0
3234831,1,0,0,150000,1,6,16250.666,0,0,0
3234831,1,0,0,150000,1,6,16250.666,0,0,0
3234831,1,0,0,150000,1,6,16250.666,0,0,0
3234851,0,0,0,411800,0,5,,0,0,0
3234851,0,0,0,411800,0,5,,0,0,0
3234851,0,0,0,411800,0,5,,0,0,0
3234851,0,0,0,411800,0,5,,0,0,0
3234851,0,0,0,411800,0,5,,0,0,0
3234861,1,1,0,,0,3,,0,0,0
3234861,1,1,0,,0,3,,0,0,0
3234861,1,1,0,,0,3,,0,0,0
3234871,0,0,0,507375,1,4,,0,0,0
3234871,0,0,0,507375,1,4,,0,0,0
3234871,0,0,0,507375,1,4,,0,0,0
3234871,0,0,0,507375,1,4,,0,0,0
3234891,0,0,0,257375,1,4,10000,0,0,0
3234891,0,0,0,257375,1,4,10000,0,0,0
3234891,0,0,0,257375,1,4,10000,0,0,0
3234891,0,0,0,257375,1,4,10000,0,0,0
3234901,0,0,0,675666.666666667,0,3,,0,0,0
3234901,0,0,0,675666.666666667,0,3,,0,0,0
3234901,0,0,0,675666.666666667,0,3,,0,0,0
3234911,0,0,0,295500,1,5,,0,1,1
3234911,0,0,0,295500,1,5,,0,1,1
3234911,0,0,0,295500,1,5,,0,1,1
3234911,0,0,0,295500,1,5,,0,1,1
3234911,0,0,0,295500,1,5,,0,1,1
3234921,0,0,0,300000,0,4,,0,0,0
3234921,0,0,0,300000,0,4,,0,0,0
3234921,0,0,0,300000,0,4,,0,0,0
3234921,0,0,0,300000,0,4,,0,0,0
3234931,0,0,0,448000,1,5,,0,1,1
3234931,0,0,0,448000,1,5,,0,1,1
3234931,0,0,0,448000,1,5,,0,1,1
3234931,0,0,0,448000,1,5,,0,1,1
3234931,0,0,0,448000,1,5,,0,1,1
3234941,0,0,0,456533.333333333,0,5,50000,0,1,1
3234941,0,0,0,456533.333333333,0,5,50000,0,1,1
3234941,0,0,0,456533.333333333,0,5,50000,0,1,1
3234941,0,0,0,456533.333333333,0,5,50000,0,1,1
3234941,0,0,0,456533.333333333,0,5,50000,0,1,1
3234951,0,0,0,200000,0,2,,0,0,0
3234951,0,0,0,200000,0,2,,0,0,0
3234961,0,0,0,3350000,0,2,,0,0,0
3234961,0,0,0,3350000,0,2,,0,0,0
3234971,0,0,0,695000,0,2,,0,0,0
3234971,0,0,0,695000,0,2,,0,0,0
3234981,1,0,0,250000,1,4,47500,0,0,0
3234981,1,0,0,250000,1,4,47500,0,0,0
3234981,1,0,0,250000,1,4,47500,0,0,0
3234981,1,0,0,250000,1,4,47500,0,0,0
3234991,0,0,0,671833.333333333,0,3,25000,0,0,0
3234991,0,0,0,671833.333333333,0,3,25000,0,0,0
3234991,0,0,0,671833.333333333,0,3,25000,0,0,0
3235031,0,0,0,1440000,0,3,0,0,0,0
3235031,0,0,0,1440000,0,3,0,0,0,0
3235031,0,0,0,1440000,0,3,0,0,0,0
3235051,0,0,1,300000,0,2,,0,0,0
3235051,0,0,1,300000,0,2,,0,0,0
3235081,0,0,0,1333333.33333333,0,3,0,0,0,0
3235081,0,0,0,1333333.33333333,0,3,0,0,0,0
3235081,0,0,0,1333333.33333333,0,3,0,0,0,0
3235101,0,0,0,300000,0,2,,0,0,0
3235101,0,0,0,300000,0,2,,0,0,0
3235121,1,0,0,166666.666666667,1,3,,0,0,0
3235121,1,0,0,166666.666666667,1,3,,0,0,0
3235121,1,0,0,166666.666666667,1,3,,0,0,0
3235131,0,0,0,526661.666666667,1,4,8333.333,0,0,0
3235131,0,0,0,526661.666666667,1,4,8333.333,0,0,0
3235131,0,0,0,526661.666666667,1,4,8333.333,0,0,0
3235131,0,0,0,526661.666666667,1,4,8333.333,0,0,0
3235141,0,0,1,242500,1,5,20833.334,0,0,0
3235141,0,0,1,242500,1,5,20833.334,0,0,0
3235141,0,0,1,242500,1,5,20833.334,0,0,0
3235141,0,0,1,242500,1,5,20833.334,0,0,0
3235141,0,0,1,242500,1,5,20833.334,0,0,0
3235151,0,0,0,988000,0,2,,0,0,0
3235151,0,0,0,988000,0,2,,0,0,0
3235161,0,0,0,499000,1,2,,0,0,0
3235161,0,0,0,499000,1,2,,0,0,0
3235171,1,1,0,115000,1,4,62499.996,0,0,0
3235171,1,1,0,115000,1,4,62499.996,0,0,0
3235171,1,1,0,115000,1,4,62499.996,0,0,0
3235171,1,1,0,115000,1,4,62499.996,0,0,0
3235181,0,0,0,1200000,0,1,5666.6665,0,0,0
3235191,0,0,0,750000,0,2,27500,0,0,0
3235191,0,0,0,750000,0,2,27500,0,0,0
3235201,0,0,0,207777.777777778,0,3,,0,0,0
3235201,0,0,0,207777.777777778,0,3,,0,0,0
3235201,0,0,0,207777.777777778,0,3,,0,0,0
3235211,0,0,0,413555.555555556,0,3,,0,0,0
3235211,0,0,0,413555.555555556,0,3,,0,0,0
3235211,0,0,0,413555.555555556,0,3,,0,0,0
3235251,0,0,0,544600,0,5,111666.66,0,1,1
3235251,0,0,0,544600,0,5,111666.66,0,1,1
3235251,0,0,0,544600,0,5,111666.66,0,1,1
3235251,0,0,0,544600,0,5,111666.66,0,1,1
3235251,0,0,0,544600,0,5,111666.66,0,1,1
3235261,0,0,0,687111.111111111,0,3,41666.668,0,0,0
3235261,0,0,0,687111.111111111,0,3,41666.668,0,0,0
3235261,0,0,0,687111.111111111,0,3,41666.668,0,0,0
3235281,0,0,0,850000,0,2,,0,0,0
3235281,0,0,0,850000,0,2,,0,0,0
3235301,0,0,0,1207500,0,2,,0,0,0
3235301,0,0,0,1207500,0,2,,0,0,0
3235321,0,0,0,433333.333333333,0,3,,0,0,0
3235321,0,0,0,433333.333333333,0,3,,0,0,0
3235321,0,0,0,433333.333333333,0,3,,0,0,0
3235331,1,1,0,100000,0,1,,0,0,0
3235341,0,0,0,758708.333333333,0,4,,0,0,0
3235341,0,0,0,758708.333333333,0,4,,0,0,0
3235341,0,0,0,758708.333333333,0,4,,0,0,0
3235341,0,0,0,758708.333333333,0,4,,0,0,0
3235351,0,0,0,2291666.66666667,0,4,,0,0,0
3235351,0,0,0,2291666.66666667,0,4,,0,0,0
3235351,0,0,0,2291666.66666667,0,4,,0,0,0
3235351,0,0,0,2291666.66666667,0,4,,0,0,0
3235361,0,0,0,3933333.33333333,0,4,950000,0,0,0
3235361,0,0,0,3933333.33333333,0,4,950000,0,0,0
3235361,0,0,0,3933333.33333333,0,4,950000,0,0,0
3235361,0,0,0,3933333.33333333,0,4,950000,0,0,0
3235371,0,0,0,560666.666666667,0,5,25000,0,1,1
3235371,0,0,0,560666.666666667,0,5,25000,0,1,1
3235371,0,0,0,560666.666666667,0,5,25000,0,1,1
3235371,0,0,0,560666.666666667,0,5,25000,0,1,1
3235371,0,0,0,560666.666666667,0,5,25000,0,1,1
3235381,1,0,1,256111.111111111,1,3,341666.66,0,1,1
3235381,1,0,1,256111.111111111,1,3,341666.66,0,1,1
3235381,1,0,1,256111.111111111,1,3,341666.66,0,1,1
3235391,0,0,0,900000,0,1,,0,1,1
3235401,0,0,0,1675000,0,4,654166.63,0,0,0
3235401,0,0,0,1675000,0,4,654166.63,0,0,0
3235401,0,0,0,1675000,0,4,654166.63,0,0,0
3235401,0,0,0,1675000,0,4,654166.63,0,0,0
3235411,1,0,0,235416.666666667,0,2,,0,0,0
3235411,1,0,0,235416.666666667,0,2,,0,0,0
3235431,1,1,0,,0,2,,0,0,0
3235431,1,1,0,,0,2,,0,0,0
3235441,0,0,0,1601666.66666667,0,1,,0,0,0
3235451,0,0,0,1860000,0,5,477000.03,0,0,0
3235451,0,0,0,1860000,0,5,477000.03,0,0,0
3235451,0,0,0,1860000,0,5,477000.03,0,0,0
3235451,0,0,0,1860000,0,5,477000.03,0,0,0
3235451,0,0,0,1860000,0,5,477000.03,0,0,0
3235471,0,0,0,1600000,0,2,,0,0,0
3235471,0,0,0,1600000,0,2,,0,0,0
3235481,0,0,0,1120000,0,2,,0,0,0
3235481,0,0,0,1120000,0,2,,0,0,0
3235491,0,0,0,250000,0,4,117333.34,0,0,0
3235491,0,0,0,250000,0,4,117333.34,0,0,0
3235491,0,0,0,250000,0,4,117333.34,0,0,0
3235491,0,0,0,250000,0,4,117333.34,0,0,0
3235511,1,1,0,60000,1,5,,0,1,1
3235511,1,1,0,60000,1,5,,0,1,1
3235511,1,1,0,60000,1,5,,0,1,1
3235511,1,1,0,60000,1,5,,0,1,1
3235511,1,1,0,60000,1,5,,0,1,1
3235521,1,0,0,300000,0,3,,0,0,0
3235521,1,0,0,300000,0,3,,0,0,0
3235521,1,0,0,300000,0,3,,0,0,0
3235531,0,0,0,729166.666666667,1,4,50000,0,0,0
3235531,0,0,0,729166.666666667,1,4,50000,0,0,0
3235531,0,0,0,729166.666666667,1,4,50000,0,0,0
3235531,0,0,0,729166.666666667,1,4,50000,0,0,0
3235541,0,0,0,468750,0,2,,0,0,0
3235541,0,0,0,468750,0,2,,0,0,0
3235551,1,1,0,,1,5,,0,0,0
3235551,1,1,0,,1,5,,0,0,0
3235551,1,1,0,,1,5,,0,0,0
3235551,1,1,0,,1,5,,0,0,0
3235551,1,1,0,,1,5,,0,0,0
3235561,0,0,0,250000,0,4,20500,0,0,0
3235561,0,0,0,250000,0,4,20500,0,0,0
3235561,0,0,0,250000,0,4,20500,0,0,0
3235561,0,0,0,250000,0,4,20500,0,0,0
3235571,0,0,0,3127119.77777778,0,3,,0,0,0
3235571,0,0,0,3127119.77777778,0,3,,0,0,0
3235571,0,0,0,3127119.77777778,0,3,,0,0,0
3235581,0,0,0,133333.333333333,0,3,,0,0,0
3235581,0,0,0,133333.333333333,0,3,,0,0,0
3235581,0,0,0,133333.333333333,0,3,,0,0,0
3235591,0,0,0,1288833.33333333,0,3,,0,1,1
3235591,0,0,0,1288833.33333333,0,3,,0,1,1
3235591,0,0,0,1288833.33333333,0,3,,0,1,1
3235611,0,0,0,545922.222222222,0,3,60000,0,1,1
3235611,0,0,0,545922.222222222,0,3,60000,0,1,1
3235611,0,0,0,545922.222222222,0,3,60000,0,1,1
3235621,0,0,0,438500,0,2,,0,0,0
3235621,0,0,0,438500,0,2,,0,0,0
3235631,0,0,0,355000,1,4,0,0,0,0
3235631,0,0,0,355000,1,4,0,0,0,0
3235631,0,0,0,355000,1,4,0,0,0,0
3235631,0,0,0,355000,1,4,0,0,0,0
3235641,0,0,0,1000000,0,1,,0,0,0
3235651,0,0,0,464583.333333333,0,2,,0,0,0
3235651,0,0,0,464583.333333333,0,2,,0,0,0
3235661,0,0,0,225000,1,4,0,0,0,0
3235661,0,0,0,225000,1,4,0,0,0,0
3235661,0,0,0,225000,1,4,0,0,0,0
3235661,0,0,0,225000,1,4,0,0,0,0
3235671,0,0,0,463375,1,4,0,0,0,0
3235671,0,0,0,463375,1,4,0,0,0,0
3235671,0,0,0,463375,1,4,0,0,0,0
3235671,0,0,0,463375,1,4,0,0,0,0
3235681,0,0,0,945062.5,0,4,,0,0,0
3235681,0,0,0,945062.5,0,4,,0,0,0
3235681,0,0,0,945062.5,0,4,,0,0,0
3235681,0,0,0,945062.5,0,4,,0,0,0
3235691,0,0,0,600000,,2,,0,0,0
3235691,0,0,0,600000,,2,,0,0,0
3235701,0,0,0,1381666.66666667,,2,,0,0,0
3235701,0,0,0,1381666.66666667,,2,,0,0,0
3235711,0,0,0,426666.666666667,,3,,0,1,1
3235711,0,0,0,426666.666666667,,3,,0,1,1
3235711,0,0,0,426666.666666667,,3,,0,1,1
3235721,0,0,0,435333.333333333,0,3,223333.34,0,0,0
3235721,0,0,0,435333.333333333,0,3,223333.34,0,0,0
3235721,0,0,0,435333.333333333,0,3,223333.34,0,0,0
3235731,1,1,1,2777.77777777778,0,3,,0,0,0
3235731,1,1,1,2777.77777777778,0,3,,0,0,0
3235731,1,1,1,2777.77777777778,0,3,,0,0,0
3235761,0,0,0,700000,0,2,0,0,0,0
3235761,0,0,0,700000,0,2,0,0,0,0
3235771,1,0,0,216000,0,5,6666.6665,0,0,0
3235771,1,0,0,216000,0,5,6666.6665,0,0,0
3235771,1,0,0,216000,0,5,6666.6665,0,0,0
3235771,1,0,0,216000,0,5,6666.6665,0,0,0
3235771,1,0,0,216000,0,5,6666.6665,0,0,0
3235791,0,0,0,425000,0,4,50000,0,0,0
3235791,0,0,0,425000,0,4,50000,0,0,0
3235791,0,0,0,425000,0,4,50000,0,0,0
3235791,0,0,0,425000,0,4,50000,0,0,0
3235801,1,0,0,158666.666666667,1,3,,0,0,0
3235801,1,0,0,158666.666666667,1,3,,0,0,0
3235801,1,0,0,158666.666666667,1,3,,0,0,0
3235811,0,0,0,326666.666666667,0,3,108333.33,0,0,0
3235811,0,0,0,326666.666666667,0,3,108333.33,0,0,0
3235811,0,0,0,326666.666666667,0,3,108333.33,0,0,0
3235821,0,0,0,600000,0,5,83333.328,0,0,0
3235821,0,0,0,600000,0,5,83333.328,0,0,0
